# Time-averaged data for fix thermoAveOut
# TimeStep c_thermo_pe c_thermo_temp c_thermo_press
31900 -13200.2 305.346 -1078.08
32000 -13194.1 302.99 -2567.69
32100 -13200.8 305.613 -764.312
32200 -13201.5 305.864 -693.515
32300 -13192.5 302.377 -1729.77
32400 -13199.9 305.248 -1652.55
32500 -13200.4 305.436 -1074.5
32600 -13191.7 302.082 -2248.55
32700 -13200.5 305.49 -1616.97
32800 -13201.6 305.912 -328.02
32900 -13198.8 304.807 -1017.99
33000 -13208 308.413 -1485.65
33100 -13203.6 306.686 -1017.64
33200 -13198 304.525 -1502.2
33300 -13200.8 305.607 -802.309
33400 -13201.1 305.722 -844.199
33500 -13206 307.626 -885.413
33600 -13200.3 305.42 -1053.82
33700 -13206.4 307.78 -1260.06
33800 -13195.6 303.575 -1095.51
33900 -13203.3 306.521 -1618.13
34000 -13215.6 311.303 285.376
34100 -13213.6 310.555 -1830.97
34200 -13207.1 308.019 -2141.64
34300 -13212.1 309.989 525.682
34400 -13204.9 307.158 -1885.74
34500 -13204.2 306.895 -1858.92
34600 -13212.7 310.227 1309.48
34700 -13206.1 307.65 -1935.11
34800 -13207.5 308.167 -1879.31
34900 -13209.3 308.891 -333.523
35000 -13206.7 307.846 -1843.3
35100 -13221.3 313.549 -1025.2
35200 -13218.1 312.281 -429.541
35300 -13217.3 311.95 -1783.32
35400 -13209.9 309.117 -2240.72
35500 -13209.2 308.85 -1434.85
35600 -13216.1 311.523 -1071.89
35700 -13216.6 311.706 -1377.36
35800 -13209.9 309.103 -1326.72
35900 -13210.7 309.421 -2027.48
36000 -13196.8 304.034 -2738.97
36100 -13198.3 304.633 -1403.48
36200 -13197.9 304.461 -1869.39
36300 -13194.6 303.205 -2633.04
36400 -13184.4 299.246 -2546.61
36500 -13208.2 308.48 -1374.92
36600 -13213.5 310.524 -1255.18
36700 -13204.1 306.849 -1736.66
36800 -13206 307.593 -1273.22
36900 -13198.6 304.711 -1274.35
37000 -13194.3 303.078 -1592.36
37100 -13211.1 309.594 -1297.9
37200 -13197.6 304.357 -2011.63
37300 -13183.4 298.843 -2336.96
37400 -13214.9 311.076 -757.45
37500 -13204 306.814 -527.997
37600 -13192.6 302.379 -2850.92
37700 -13182.2 298.379 -2533.25
37800 -13193.2 302.641 -771.983
37900 -13194.5 303.139 -1839.48
38000 -13204.3 306.929 -1790.5
38100 -13200.3 305.375 -1058.07
38200 -13196.7 303.985 -2168.55
38300 -13202.3 306.174 -1882.13
38400 -13193.6 302.809 -515.918
38500 -13200.5 305.489 -2505.51
38600 -13210.8 309.507 -2334.44
38700 -13214 310.724 -431.01
38800 -13196.8 304.086 -2252.28
38900 -13199.2 305.011 -1929.82
39000 -13198.5 304.725 -407.679
39100 -13203.3 306.599 -2546.38
39200 -13195.3 303.442 -680.632
39300 -13197.6 304.375 -1936.89
39400 -13207.2 308.082 -1521.72
39500 -13209.9 309.154 -1280.06
39600 -13204.5 307.051 -2103.81
39700 -13204.5 307.027 -1725.68
39800 -13212.7 310.178 99.3487
39900 -13210.3 309.26 -1027.93
40000 -13207.9 308.357 -688.645
40100 -13213.9 310.692 -1341.34
40200 -13200.1 305.333 -2184.72
40300 -13213.3 310.444 -381.166
40400 -13212.7 310.218 -1178.25
40500 -13214.6 310.968 -1578.24
40600 -13210.7 309.436 -760.687
40700 -13218.9 312.604 -1680.58
40800 -13214 310.717 -1986.98
40900 -13207.2 308.09 -1312.27
41000 -13207.3 308.146 -1772.98
41100 -13203 306.47 -772.139
41200 -13219.1 312.687 -459.826
41300 -13214.8 311.034 -1859.44
41400 -13219.5 312.871 -335.929
41500 -13214.8 311.012 -952.554
41600 -13212.6 310.182 -2408.7
41700 -13209.4 308.954 -561.665
41800 -13218.3 312.403 -391.224
41900 -13203.1 306.51 -2003.36
42000 -13205.9 307.596 -645.313
42100 -13199.7 305.204 -830.862
42200 -13197.9 304.489 -2436.01
42300 -13211.1 309.638 -296.511
42400 -13210.9 309.542 -156.579
42500 -13207.8 308.333 -2933.19
42600 -13202.8 306.432 -675.895
42700 -13203.5 306.691 -1082.37
42800 -13198.6 304.759 -2826.16
42900 -13206.2 307.717 -672.625
43000 -13204.5 307.059 -2059.18
43100 -13193.2 302.676 -2419.81
43200 -13198 304.529 -750.629
43300 -13190 301.435 -2431.48
43400 -13193.6 302.825 -2628.7
43500 -13203.4 306.666 -588.838
43600 -13210 309.21 -1358.61
43700 -13218.8 312.588 -2209.35
43800 -13214.8 311.034 -778.557
43900 -13210.3 309.295 -1724.25
44000 -13201.8 306.034 -1123.99
44100 -13202.5 306.285 -1490.24
44200 -13192.6 302.42 -2234.32
44300 -13200.8 305.598 -1945.74
44400 -13194.5 303.186 -1064.25
44500 -13208.1 308.446 -1951.96
44600 -13205.5 307.444 -1929.33
44700 -13214.6 310.961 -767.653
44800 -13218.3 312.385 -2073.24
44900 -13192.5 302.384 -1737.54
45000 -13207.3 308.135 -886.55
45100 -13200.2 305.407 -2876.47
