# Time-averaged data for fix thermoAveOut
# TimeStep c_thermo_pe c_thermo_temp c_thermo_press
67600 -6492.15 336.823 -874.11
67700 -6488.65 334.556 -195.045
67800 -6493.93 337.924 -1582.94
67900 -6493.32 337.552 -817.077
68000 -6493.23 337.494 66.176
68100 -6503.38 343.998 561.906
68200 -6505.89 345.563 1748.31
68300 -6510.35 348.432 -478.873
68400 -6507.35 346.501 -601.034
68500 -6492.82 337.194 -642.903
68600 -6486.5 333.155 2.21594
68700 -6489.09 334.802 -2324.53
68800 -6487.36 333.721 -1897.7
68900 -6501.3 342.63 -1574.05
69000 -6500.68 342.233 -912.945
69100 -6491.77 336.541 -454.341
69200 -6485.94 332.811 -2107.42
69300 -6496.2 339.353 -611.902
69400 -6503.82 344.233 1072.84
69500 -6503.5 344.061 -231.405
69600 -6488.27 334.309 -1080.4
69700 -6492.68 337.11 -2129.44
69800 -6491.36 336.281 -1908.64
69900 -6494.75 338.46 -3254.48
70000 -6494.05 337.995 -1070.95
70100 -6494.85 338.508 778.461
70200 -6501.64 342.837 121.222
70300 -6512.47 349.795 176.694
70400 -6492.15 336.79 -2206.15
70500 -6494.53 338.311 -3352.15
70600 -6500.64 342.211 -1909.75
70700 -6491.03 336.028 369.33
70800 -6493.32 337.517 -802.121
70900 -6498.49 340.826 -781.081
71000 -6503.38 343.973 -726.606
71100 -6498.13 340.628 -280.573
71200 -6504.66 344.811 -2068.26
71300 -6501.58 342.847 -1772.58
71400 -6489.67 335.196 -949.618
71500 -6502.88 343.672 138.136
71600 -6497.39 340.184 -261.859
71700 -6493.7 337.772 -1110.2
71800 -6488.45 334.427 -1529.15
71900 -6500.75 342.313 -1416.52
72000 -6502.27 343.27 -881.935
72100 -6496.28 339.403 105.077
72200 -6496.79 339.72 -187.397
72300 -6496.44 339.51 -1714.48
72400 -6493.62 337.715 -1813.46
72500 -6485.94 332.789 -1085.28
72600 -6491.49 336.37 174.641
72700 -6495.61 338.989 1401.6
72800 -6498.36 340.726 -90.386
72900 -6491.83 336.512 -2174.12
73000 -6496.84 339.746 -2482.18
73100 -6504.87 344.883 -1820.73
73200 -6502.62 343.442 -1943.55
73300 -6493.59 337.664 -1746.09
73400 -6499.29 341.346 -1773.94
73500 -6496.85 339.782 -226.074
73600 -6498.31 340.693 -395.582
73700 -6500.92 342.371 1269.28
73800 -6498.03 340.523 469.809
73900 -6497.69 340.334 -1195.18
74000 -6513.65 350.552 -1379.32
74100 -6494.38 338.226 -542.78
